int1,int2,int3,int4,int5,target_sum,subset_exists
9,27,15,20,7,44,1
11,1,19,24,23,58,1
19,1,23,17,3,17,1
7,5,15,8,27,26,0
30,12,6,6,23,57,0
11,2,15,17,20,12,0
4,28,14,28,24,54,0
15,11,20,1,17,51,0
4,10,18,23,20,29,0
17,14,11,16,14,34,0
12,12,18,8,28,25,0
19,5,27,26,30,31,1
2,26,28,24,12,78,1
11,17,10,16,13,16,1
6,12,12,24,7,45,0
22,28,28,30,19,38,0
22,12,27,4,30,61,1
4,15,17,23,23,26,0
7,4,10,9,5,7,1
7,8,17,11,15,32,1
7,30,29,27,13,1,0
24,18,13,9,23,82,0
9,24,25,8,14,13,0
3,13,14,22,20,4,0
4,20,2,22,21,2,1
27,11,29,26,24,32,0
20,20,8,15,29,61,0
3,1,23,19,10,4,1
16,1,4,5,29,52,0
12,18,27,5,26,35,1
26,15,21,9,22,31,1
3,1,22,12,29,9,0
21,1,14,22,4,56,0
5,16,12,1,20,26,1
5,27,21,5,23,64,0
18,19,16,24,4,74,0
28,13,30,6,7,21,0
4,26,21,20,17,28,0
18,9,21,28,19,7,0
11,17,30,29,22,33,1
29,5,6,20,3,26,1
28,10,13,25,11,2,0
2,1,21,18,13,25,0
11,10,2,28,19,62,0
24,1,1,16,10,38,0
23,19,25,16,12,75,0
9,19,5,6,25,44,1
22,7,4,25,7,4,1
9,22,21,30,27,50,0
27,28,19,12,2,21,1
1,11,14,23,12,29,0
1,5,19,18,21,55,0
29,20,28,20,12,28,1
22,22,7,3,28,22,1
10,6,4,10,19,13,0
18,6,27,4,27,12,0
14,8,22,11,17,66,0
21,15,16,10,14,57,0
12,6,12,14,26,6,1
25,2,21,6,30,14,0
12,19,10,30,13,50,0
28,23,27,25,29,99,0
12,1,22,19,26,78,0
1,18,9,3,1,4,1
5,20,30,5,25,39,0
16,12,16,26,23,6,0
27,16,20,26,6,41,0
18,26,2,16,4,65,0
18,24,29,24,12,52,0
24,18,15,8,15,42,1
22,16,2,22,28,8,0
4,30,19,14,4,26,0
24,4,22,28,10,69,0
6,29,11,24,23,16,0
18,21,8,3,19,23,0
13,8,3,28,18,51,0
21,22,5,22,1,42,0
10,3,5,27,24,6,0
12,15,28,15,25,31,0
17,21,3,6,15,13,0
10,26,24,9,23,36,1
26,3,17,4,9,45,0
1,26,8,30,3,13,0
18,26,30,29,9,29,1
28,10,5,9,19,47,1
9,10,11,8,15,2,0
21,25,21,3,19,1,0
5,22,15,16,22,41,0
9,19,4,9,30,48,1
8,30,22,19,15,60,1
28,8,28,16,8,28,1
22,28,25,8,8,38,1
22,25,7,23,25,29,1
21,26,29,6,23,18,0
17,14,6,13,1,1,1
3,1,25,26,2,56,1
5,17,14,10,18,1,0
17,3,26,8,6,36,0
29,3,2,19,3,53,1
2,24,26,22,24,68,0
23,18,6,2,6,33,0
5,14,26,17,30,52,1
19,28,7,10,23,51,1
22,27,23,7,9,2,0
3,2,5,22,28,23,0
23,22,11,29,24,15,0
1,13,23,26,16,59,0
5,3,15,8,22,38,1
14,25,24,1,26,12,0
3,14,9,18,7,22,0
15,8,11,9,16,3,0
12,3,30,28,28,61,1
23,6,17,16,2,34,0
1,15,28,2,28,30,1
15,19,29,1,11,71,0
8,23,29,26,8,24,0
19,22,11,20,23,45,1
20,30,26,28,8,65,0
10,23,4,14,23,14,1
16,15,14,17,29,57,0
15,21,7,20,23,18,0
20,25,12,20,7,69,0
17,17,27,5,23,32,1
4,22,29,17,13,59,1
25,29,26,22,6,40,0
27,3,19,10,11,44,0
9,5,29,24,2,58,1
4,10,27,30,6,2,0
26,8,24,20,2,80,1
3,6,2,26,6,37,1
17,30,6,27,20,76,0
30,6,11,15,2,17,1
8,13,6,13,16,32,1
10,1,11,11,3,13,1
4,5,26,18,8,23,1
19,14,11,16,2,34,0
1,11,3,8,3,11,1
21,25,13,7,13,18,0
16,2,14,3,25,57,1
16,23,23,6,20,3,0
29,17,17,8,22,25,1
1,8,9,2,7,21,0
6,7,13,26,17,43,1
16,4,8,5,30,58,1
17,2,9,16,23,26,1
23,3,15,11,24,47,1
23,15,29,14,7,64,0
12,12,14,19,25,2,0
3,1,7,5,5,6,1
12,1,30,5,7,10,0
6,5,29,13,3,40,1
9,4,24,8,27,36,1
28,14,19,16,9,1,0
23,28,9,7,23,54,0
17,10,7,13,30,73,0
14,26,8,20,13,10,0
12,15,26,9,23,75,0
26,21,22,15,26,19,0
21,30,23,29,13,74,1
12,30,13,20,20,4,0
24,3,4,20,2,47,1
21,13,28,20,21,98,0
21,29,8,24,5,55,1
19,27,20,18,17,32,0
24,17,11,24,8,32,1
29,17,7,24,1,7,1
20,17,4,20,20,6,0
22,8,6,16,26,40,1
29,25,20,16,4,10,0
28,6,30,1,16,39,0
11,19,3,14,27,51,0
5,4,15,14,2,37,0
21,30,24,22,29,45,1
23,19,24,10,27,84,1
22,14,19,28,7,47,1
5,30,24,7,22,82,0
29,13,26,5,13,52,1
24,14,12,7,19,10,0
25,12,16,17,24,33,1
20,8,21,23,13,6,0
28,26,1,12,2,42,1
2,3,26,3,14,37,0
30,24,28,25,27,124,0
26,24,23,10,28,86,0
17,4,24,6,4,6,1
8,6,5,11,16,4,0
29,20,7,25,26,82,1
7,4,13,18,5,16,1
7,6,19,6,30,1,0
30,3,2,28,2,33,1
23,29,27,6,14,13,0
10,5,8,6,6,20,1
8,16,5,14,1,38,1
2,23,13,20,13,9,0
7,28,5,23,21,44,1
21,5,25,20,16,75,0
28,3,25,7,24,6,0
22,23,25,10,1,21,0
6,14,26,9,16,28,0
1,4,25,23,9,13,1
3,5,12,29,1,1,1
6,2,19,25,11,18,0
29,10,2,4,29,19,0
11,1,22,15,14,35,0
11,22,20,12,15,42,1
23,24,24,12,27,33,0
10,24,28,16,28,98,0
11,22,20,27,19,42,1
25,18,1,7,28,39,0
2,17,14,30,11,69,0
15,25,13,20,2,37,1
14,23,18,13,20,18,1
22,9,3,18,3,26,0
19,28,15,6,28,79,0
5,2,11,9,28,47,0
24,20,19,17,26,60,1
15,25,13,5,30,52,0
14,19,29,23,20,22,0
28,4,25,13,5,57,1
25,27,1,11,13,8,0
27,9,22,8,29,14,0
25,2,22,19,30,89,0
11,3,4,12,23,15,1
9,18,19,24,21,47,0
19,2,9,1,20,20,1
21,6,13,4,14,24,1
30,12,25,9,3,63,0
8,16,11,5,4,31,1
3,29,1,24,24,78,1
21,25,20,1,3,15,0
13,24,15,27,24,6,0
2,17,19,12,26,25,0
24,18,19,2,24,63,1
24,30,11,14,6,80,0
26,19,30,11,20,47,0
7,28,6,26,28,91,0
14,9,23,25,17,14,1
17,26,12,3,5,12,1
1,12,12,30,3,30,1
24,3,3,7,29,7,1
14,17,2,3,14,20,1
9,22,13,10,4,36,1
4,30,21,15,5,75,1
23,1,27,18,27,84,0
21,12,26,22,21,51,0
12,29,2,11,7,1,0
6,18,28,27,6,1,0
3,28,1,2,13,11,0
27,28,18,30,8,22,0
17,4,27,10,29,36,0
12,19,4,8,16,6,0
18,14,17,24,6,69,0
9,24,28,23,6,20,0
1,20,13,21,21,69,0
19,23,28,7,7,26,1
5,16,11,13,19,23,0
29,16,21,15,3,63,1
30,30,17,2,30,66,0
1,9,5,3,19,3,1
18,28,6,26,21,78,1
5,25,18,29,17,81,0
9,11,8,23,22,48,0
16,2,13,16,4,9,0
4,27,15,11,16,62,1
9,17,26,12,5,17,1
2,24,27,9,30,23,0
19,12,12,11,20,22,0
24,30,15,30,15,3,0
30,29,28,18,10,47,1
6,25,19,17,19,77,0
23,2,3,26,9,62,0
28,11,7,16,30,76,1
19,3,23,10,25,33,1
30,13,22,16,18,85,0
14,25,20,6,30,54,0
19,23,23,25,30,2,0
21,22,4,3,3,41,0
30,11,25,8,18,29,1
28,23,4,15,22,55,1
17,23,24,8,24,37,0
11,26,24,7,19,4,0
6,8,22,19,19,39,0
18,10,30,4,30,22,1
14,11,5,8,29,52,0
21,24,30,3,29,34,0
7,29,2,12,22,8,0
5,17,21,12,17,49,0
24,22,8,5,11,51,1
4,25,7,23,18,15,0
28,20,2,22,27,11,0
6,12,29,2,19,40,0
16,19,2,3,29,2,1
22,16,27,28,25,91,1
14,13,5,25,15,46,0
16,1,21,13,26,50,1
14,13,27,3,26,80,1
27,29,14,26,17,99,1
8,16,13,10,24,3,0
2,20,10,22,6,27,0
9,20,9,22,23,34,0
1,14,17,25,11,36,1
15,8,2,30,11,1,0
4,21,2,22,11,20,0
21,26,29,16,17,77,0
23,20,13,26,1,19,0
15,25,30,13,14,36,0
4,19,11,6,18,34,1
16,16,27,20,18,50,1
18,28,28,21,5,2,0
24,16,12,22,7,67,0
9,19,5,9,16,58,1
16,3,28,22,16,24,0
23,20,25,5,30,49,0
3,5,8,27,19,52,0
11,21,17,26,30,60,0
30,8,23,4,3,58,0
22,6,25,29,25,54,1
15,7,1,25,9,32,1
7,6,11,21,19,28,1
25,8,17,12,21,29,1
16,25,13,23,7,35,0
29,6,14,25,27,37,0
19,8,24,5,8,21,1
21,19,30,6,19,21,1
19,26,11,27,3,60,1
8,30,10,6,7,23,1
20,22,2,16,7,16,1
4,27,3,12,12,4,1
14,24,27,14,8,37,0
30,10,20,13,11,2,0
19,26,3,3,17,65,1
1,13,13,13,13,39,1
16,20,24,21,8,45,1
27,24,11,1,9,2,0
3,15,26,23,12,19,0
18,25,3,27,16,32,0
16,3,16,21,12,38,0
27,30,4,22,6,18,0
16,5,7,4,7,19,1
10,15,5,26,21,60,0
12,3,28,11,6,23,1
4,1,13,14,8,37,0
23,25,29,11,21,14,0
7,5,12,18,26,37,1
13,1,17,17,13,28,0
1,10,6,2,7,13,1
7,18,2,11,24,10,0
20,4,18,12,11,59,0
6,8,9,6,24,41,1
12,29,7,14,25,9,0
28,6,11,17,27,9,0
20,23,28,28,24,11,0
1,5,1,6,29,4,0
9,15,7,24,28,37,1
9,13,17,13,9,51,0
17,7,3,1,21,37,0
16,1,28,23,27,46,0
25,1,22,20,19,8,0
17,10,5,13,8,10,1
23,9,16,15,25,79,1
22,22,7,14,26,57,0
6,30,24,29,19,8,0
12,3,10,29,16,65,0
3,1,30,18,15,6,0
10,26,14,29,28,95,0
9,7,10,2,23,34,1
9,20,19,2,6,8,1
15,1,11,22,11,26,1
25,27,4,23,15,24,0
21,29,10,16,13,14,0
14,20,4,10,15,38,1
14,7,3,21,4,25,1
23,13,12,13,24,59,1
24,16,7,11,10,30,0
28,4,26,21,4,15,0
22,28,10,20,17,30,1
20,23,19,5,22,6,0
20,29,8,9,16,31,0
14,13,12,24,27,36,1
22,17,27,18,19,94,0
27,19,1,15,30,85,0
3,5,17,7,16,31,1
9,19,3,9,25,15,0
9,30,26,9,8,45,0
23,2,20,6,19,37,0
11,14,25,5,28,14,1
24,3,7,22,10,65,0
10,26,3,1,12,5,0
3,1,22,6,15,11,0
22,19,14,6,4,10,1
22,28,15,19,23,66,1
15,29,23,9,20,76,1
13,30,25,29,15,72,1
21,26,4,24,25,25,1
25,10,26,4,30,59,1
4,17,18,22,24,77,0
7,3,19,28,23,27,0
7,26,30,11,7,11,1
5,30,14,27,11,87,1
11,15,22,9,8,26,1
16,12,23,13,25,14,0
22,23,20,4,20,10,0
11,3,21,3,12,39,1
19,27,1,22,29,72,0
26,23,5,14,14,54,1
25,28,28,18,6,87,1
21,9,10,2,16,15,0
3,17,26,22,1,48,1
7,25,17,14,30,28,0
22,12,26,4,6,15,0
7,5,26,7,22,59,0
3,8,16,22,28,26,0
11,4,21,24,9,18,0
21,2,15,27,9,4,0
23,6,7,25,11,34,1
1,17,23,7,19,63,0
6,14,4,12,4,20,1
27,6,22,22,29,67,0
6,8,12,14,22,58,0
27,22,30,7,28,62,1
6,15,27,3,25,51,1
24,24,10,4,28,54,0
21,25,3,13,17,39,0
7,17,1,1,1,18,1
28,23,20,17,13,64,1
17,20,14,8,26,1,0
15,3,21,23,26,88,1
5,9,27,30,21,46,0
27,24,10,2,11,72,1
25,20,12,23,6,27,0
10,20,28,16,17,88,0
2,2,1,21,14,33,0
2,19,18,13,16,43,0
29,14,4,11,9,41,0
28,14,22,12,24,16,0
10,2,21,17,22,64,0
30,1,13,15,14,73,1
12,1,12,11,26,13,1
1,10,29,25,5,28,0
16,24,11,15,16,31,1
11,14,5,29,16,10,0
10,28,14,2,2,36,0
22,13,4,24,23,82,1
18,2,3,8,19,6,0
19,4,11,6,6,4,1
5,19,8,4,23,42,1
23,13,23,3,6,2,0
20,22,1,2,24,33,0
17,5,7,20,5,29,1
14,22,6,24,5,1,0
20,26,19,18,7,44,1
30,4,3,23,10,7,1
26,29,21,26,25,118,0
29,10,30,10,12,31,0
28,24,24,25,28,90,0
7,11,7,22,20,60,1
15,27,4,26,23,2,0
19,4,5,6,25,33,0
27,27,13,18,5,74,0
8,25,9,13,29,14,0
15,18,30,22,9,13,0
2,20,2,20,21,56,0
14,20,6,25,18,75,0
1,1,14,16,10,15,1
7,21,27,30,26,59,0
24,30,9,9,25,70,0
16,23,25,12,22,96,0
15,23,25,10,19,77,1
20,29,30,24,24,118,0
6,23,11,3,24,7,0
22,23,2,11,6,6,1
14,25,10,16,16,57,1
2,13,18,27,25,46,0
23,19,5,22,18,58,0
14,24,2,23,29,87,0
10,30,1,17,20,1,1
14,24,8,14,20,41,0
11,4,30,21,8,36,1
27,16,2,19,8,62,1
24,17,2,6,14,59,0
13,8,6,15,16,13,1
15,8,21,26,21,29,1
30,6,13,27,8,2,0
28,9,26,8,17,62,1
6,24,1,17,4,36,0
12,9,30,28,16,79,1
27,10,4,28,26,73,0
18,30,22,4,3,20,0
28,27,29,26,13,31,0
22,18,21,7,8,42,0
1,5,5,1,13,10,1
5,27,20,8,1,5,1
1,3,18,10,20,28,1
21,7,5,7,3,38,1
17,21,12,24,11,59,0
16,15,14,2,11,28,1
21,14,28,29,27,49,1
3,22,10,27,25,36,0
10,30,8,3,8,51,1
1,6,2,24,23,41,0
16,26,9,26,28,14,0
6,6,20,14,6,40,1
30,27,2,24,28,15,0
9,11,29,13,25,86,0
18,6,11,24,2,40,0
26,19,23,28,5,81,0
27,3,28,17,5,4,0
8,9,19,4,4,11,0
8,8,6,8,2,13,0
22,5,9,2,14,27,1
24,6,18,13,10,37,1
26,16,3,8,1,53,1
23,1,2,17,30,36,0
17,12,1,14,22,9,0
8,16,24,13,14,16,1
4,26,26,24,29,15,0
9,17,17,20,28,59,0
17,23,3,13,8,46,0
24,4,11,7,20,35,1
21,1,18,29,13,23,0
28,10,6,11,4,23,0
19,14,12,4,20,63,0
2,6,18,17,15,23,1
16,1,19,11,17,17,1
3,23,21,29,22,12,0
7,21,23,29,18,43,0
9,23,21,4,29,50,1
12,10,15,24,10,22,1
13,9,1,1,23,37,1
28,19,2,27,6,58,0
27,22,17,30,5,20,0
8,4,16,11,8,27,1
30,9,17,11,8,54,0
13,2,9,3,23,32,1
2,28,11,14,17,1,0
26,10,10,23,21,32,0
12,22,16,8,18,23,0
21,1,17,11,15,49,1
10,26,17,4,24,45,1
15,29,4,30,11,8,0
28,10,27,2,16,74,0
2,14,9,11,23,21,0
18,3,28,2,6,9,1
22,23,21,18,3,45,1
27,10,19,19,23,8,0
9,23,23,17,5,2,0
8,15,25,18,20,69,0
20,29,3,21,18,55,0
17,14,3,24,15,38,1
10,15,11,17,23,73,0
8,12,16,10,25,66,0
4,27,29,22,25,12,0
23,12,22,17,17,90,0
10,24,18,2,30,17,0
16,13,5,17,3,39,0
25,16,24,10,27,38,0
27,25,17,8,25,99,0
20,30,2,16,29,38,1
2,12,19,14,9,4,0
29,18,11,15,25,80,1
30,22,22,14,8,32,0
29,4,11,30,5,25,0
10,18,29,18,23,45,0
18,10,27,5,10,58,0
6,4,14,19,29,37,1
2,16,13,5,29,42,1
29,4,30,25,10,28,0
23,3,3,3,5,37,1
25,22,1,24,27,26,1
16,1,19,16,3,20,1
8,6,6,23,18,10,0
20,27,20,23,20,44,0
13,26,13,6,28,54,1
11,8,18,7,20,37,1
16,4,27,2,5,6,1
15,28,23,28,3,1,0
18,6,13,14,29,61,1
24,15,10,11,16,4,0
1,1,22,4,26,17,0
13,5,18,2,26,31,1
4,21,26,14,17,44,1
15,20,17,7,29,80,0
10,22,25,20,14,77,1
16,27,11,1,4,8,0
21,19,28,28,18,71,0
9,30,12,30,11,83,1
25,6,27,8,20,16,0
29,6,13,1,15,31,0
25,30,9,18,5,6,0
18,23,25,12,19,34,0
17,4,14,27,15,25,0
15,17,22,11,30,46,0
19,21,8,26,16,23,0
12,11,23,18,23,46,1
3,28,26,18,18,73,0
17,30,30,17,23,65,0
17,27,23,10,24,30,0
2,9,4,13,30,13,1
9,20,4,14,6,34,1
26,22,30,15,22,47,0
10,10,1,26,5,2,0
19,14,10,9,7,10,1
19,2,9,8,5,29,1
3,8,19,16,4,8,1
9,22,25,23,15,93,0
19,30,1,8,3,57,1
7,26,18,17,26,59,1
5,10,8,19,2,41,0
25,30,15,14,23,29,1
23,9,25,24,3,10,0
18,23,14,20,13,77,0
7,20,22,10,11,58,0
17,11,2,26,16,27,1
22,23,3,20,14,78,0
27,13,7,12,28,15,0
3,17,12,12,25,56,0
20,27,25,6,20,21,0
9,14,19,11,10,31,0
6,18,3,21,30,41,0
16,27,27,8,26,1,0
20,28,20,11,18,47,0
9,30,12,24,21,73,0
8,21,20,18,19,42,0
7,10,14,22,20,30,1
30,4,10,16,21,62,0
6,20,15,21,19,53,0
4,27,9,24,27,11,0
1,22,8,4,12,3,0
30,4,17,4,26,36,0
17,2,3,23,8,26,1
4,29,23,29,9,67,1
19,16,15,5,20,5,1
23,1,24,1,17,59,0
23,29,23,19,21,91,0
25,20,21,26,10,1,0
26,10,7,11,10,54,1
15,5,25,16,14,24,0
16,26,3,11,20,9,0
24,2,2,27,22,40,0
25,10,17,24,1,13,0
2,4,28,7,3,6,1
15,6,25,17,10,72,0
4,16,25,3,9,43,0
14,30,19,11,29,87,0
2,22,13,22,21,48,0
11,24,6,3,5,14,1
17,5,23,16,4,29,0
21,17,20,4,29,34,0
4,25,30,16,16,1,0
29,8,8,19,1,22,0
8,24,29,29,2,11,0
8,30,11,4,16,52,0
16,22,13,28,20,6,0
19,7,20,18,5,19,1
29,13,5,25,10,69,1
28,18,25,2,25,84,0
24,11,29,13,7,64,1
11,24,5,15,12,48,0
7,27,5,4,9,14,1
19,7,2,4,17,15,0
13,8,6,18,1,10,0
28,29,2,13,8,48,0
21,11,11,17,25,29,0
15,20,7,13,28,62,0
13,3,8,6,26,32,1
19,21,13,24,17,94,1
4,23,16,18,19,69,0
18,10,12,30,2,47,0
1,12,10,24,6,30,1
16,18,2,24,15,69,0
3,1,13,9,22,42,0
22,4,11,20,19,45,1
13,16,5,9,8,33,1
24,28,30,28,10,103,0
13,18,3,7,10,19,0
10,12,6,19,9,38,1
15,17,29,29,13,6,0
5,26,18,10,4,15,1
11,1,21,11,22,57,0
18,3,5,17,11,30,0
17,13,8,5,21,55,0
25,5,20,1,19,58,0
26,5,22,4,7,57,1
15,20,19,15,26,69,1
10,8,9,27,1,26,0
14,27,5,27,7,33,0
11,13,5,19,4,3,0
22,4,4,11,29,35,0
16,5,11,24,15,20,1
30,3,27,21,1,12,0
29,23,18,12,19,64,1
10,25,4,12,10,36,1
20,23,27,19,17,41,0
10,19,5,24,6,17,0
21,12,9,29,28,76,0
21,30,23,6,17,25,0
28,10,13,25,14,70,0
18,7,25,25,22,53,0
6,13,1,11,25,28,0
2,7,24,1,15,22,1
6,18,21,22,3,23,0
25,24,25,28,11,71,0
21,29,25,8,9,25,1
16,16,22,3,4,29,1
8,1,1,16,21,32,0
13,9,6,15,23,25,0
20,23,28,26,12,93,0
3,10,28,3,7,44,1
3,3,5,19,7,23,0
17,2,3,13,1,35,1
23,26,6,2,6,41,0
3,21,19,3,3,31,0
20,2,20,16,2,56,1
22,16,25,25,4,25,1
12,22,12,5,27,12,1
17,9,25,24,28,70,1
10,25,18,10,3,7,0
24,8,27,12,4,24,1
17,6,8,10,11,27,1
27,15,19,28,19,20,0
17,20,1,6,13,46,0
12,17,7,8,25,25,1
4,14,25,18,17,25,1
30,26,3,12,29,94,0
1,26,4,6,28,5,1
17,28,3,13,4,15,0
13,12,9,21,29,70,0
9,10,16,19,8,56,0
18,10,3,18,25,32,0
27,14,22,22,16,87,1
24,1,6,23,22,24,1
24,12,22,4,15,65,1
27,22,17,21,23,33,0
27,21,6,30,6,53,0
10,4,14,11,8,36,1
30,13,22,25,1,49,0
13,14,5,19,21,61,0
16,20,17,30,13,18,0
16,4,30,24,24,22,0
28,25,15,11,22,15,1
8,30,24,12,12,47,0
30,10,9,14,2,12,1
8,11,29,12,7,40,1
8,25,28,27,19,98,0
3,8,7,1,5,16,1
21,23,4,2,10,41,0
3,21,13,15,10,7,0
24,22,21,22,4,83,0
7,5,26,28,22,42,0
23,16,5,23,26,59,0
3,18,6,1,5,15,1
3,9,6,5,17,14,1
25,18,3,26,3,36,0
14,22,15,20,27,49,1
22,19,26,24,17,31,0
22,18,20,1,8,16,0
19,30,30,23,25,29,0
2,18,13,2,2,7,0
19,8,20,18,26,87,0
12,4,14,16,1,22,0
23,7,21,17,12,27,0
5,12,13,11,7,33,0
6,18,14,2,23,51,0
23,22,4,28,13,62,1
13,22,30,8,22,75,0
10,17,13,14,4,48,1
23,5,1,28,8,16,0
14,15,29,18,23,82,0
6,18,11,16,12,14,0
13,22,14,19,5,50,0
30,25,27,4,23,62,0
13,24,30,4,30,101,1
21,6,15,9,3,13,0
4,13,23,2,10,26,0
13,2,27,29,11,18,0
1,23,30,19,18,20,1
25,12,18,1,2,42,0
21,16,21,30,6,34,0
10,2,9,10,7,15,0
5,11,2,22,30,25,0
13,19,6,21,4,1,0
23,17,29,21,13,82,1
5,24,29,6,22,10,0
28,30,8,25,14,86,0
16,3,9,9,14,23,1
29,3,3,4,18,7,1
12,27,3,16,14,53,1
9,16,15,19,9,67,0
26,24,27,21,29,5,0
23,4,16,7,8,38,1
18,10,23,10,5,8,0
28,9,15,20,4,20,1
30,14,13,25,20,60,0
25,30,7,20,20,35,0
16,21,4,1,20,46,1
22,2,7,1,27,39,0
1,16,27,18,22,6,0
29,22,6,10,9,33,0
21,20,4,6,27,28,0
13,23,15,1,9,6,0
4,16,4,13,7,41,0
3,21,19,23,20,67,1
20,20,30,19,25,31,0
13,26,2,22,8,61,1
8,24,8,26,26,32,1
22,13,29,24,25,58,0
23,21,20,11,23,88,0
4,17,1,10,18,29,1
26,25,4,27,30,111,0
7,2,21,1,24,1,1
4,8,17,30,30,24,0
6,14,30,26,26,29,0
15,1,19,1,22,39,1
7,8,26,11,19,19,1
25,23,3,5,18,42,0
22,13,23,21,16,93,0
29,22,15,20,7,1,0
5,27,28,16,18,2,0
7,16,15,23,26,30,1
26,10,1,10,9,27,1
27,9,19,7,24,22,0
29,20,4,27,1,52,1
27,18,14,20,22,19,0
12,1,28,19,17,48,1
30,24,30,21,14,87,0
21,4,14,29,6,36,0
16,16,1,10,10,39,0
13,30,9,1,10,51,0
27,19,4,10,3,15,0
16,28,6,19,9,16,1
21,18,10,7,24,45,1
10,4,14,25,20,43,1
13,12,5,2,16,26,0
15,30,25,8,28,21,0
26,22,26,12,4,20,0
7,29,21,24,17,15,0
24,8,30,22,10,24,1
29,13,17,11,14,2,0
19,17,25,13,24,17,1
4,18,29,12,8,22,1
11,8,4,5,1,19,1
15,16,4,26,27,63,0
13,6,21,3,18,21,1
1,6,8,28,9,25,0
17,5,11,3,8,13,1
13,4,12,15,13,45,1
30,11,8,15,6,36,1
2,24,14,12,29,3,0
20,5,25,9,20,6,0
14,23,19,8,2,46,0
26,15,6,30,29,86,0
4,14,3,2,19,5,1
22,21,21,15,17,4,0
8,20,7,29,18,21,0
24,10,12,29,27,68,1
4,19,11,13,26,27,0
2,13,30,20,19,37,0
15,20,24,8,22,59,1
13,16,25,9,11,70,0
29,28,22,6,15,37,1
21,1,23,24,19,44,1
23,21,15,13,12,9,0
2,23,29,16,3,58,0
4,8,9,6,9,18,1
4,23,14,14,14,15,0
24,9,16,25,1,18,0
1,24,13,12,23,18,0
8,19,24,23,30,75,0
1,27,10,30,9,59,0
24,19,18,6,6,13,0
23,30,28,20,27,62,0
27,16,16,14,29,24,0
11,30,27,20,4,66,0
2,13,5,17,15,4,0
14,14,3,29,9,5,0
21,10,7,14,24,24,1
1,17,19,16,26,59,1
18,10,6,9,5,16,1
29,22,8,3,1,31,1
25,24,20,21,21,32,0
3,5,30,20,23,81,1
5,2,5,11,25,40,0
27,16,16,30,6,42,0
1,30,16,4,6,41,1
1,1,10,9,17,17,1
24,14,16,12,23,55,0
7,28,28,19,1,21,0
25,25,9,21,1,8,0
28,3,14,2,13,37,0
10,21,29,4,28,10,1
26,16,19,26,21,103,0
23,22,21,7,24,30,1
25,28,12,26,27,67,1
29,29,17,25,24,48,0
4,3,23,30,28,34,1
4,16,10,7,22,29,1
5,4,10,26,23,34,0
26,8,26,16,6,55,0
18,16,25,26,2,75,0
17,17,18,17,19,79,0
13,18,18,7,16,14,0
14,20,23,3,6,53,0
6,27,19,29,22,64,0
17,14,2,7,11,4,0
12,20,20,26,9,41,1
7,17,15,12,25,52,1
22,23,8,16,11,55,0
27,16,6,7,23,42,0
6,1,20,13,8,3,0
7,23,9,22,21,8,0
3,22,2,25,11,10,0
20,13,22,2,19,68,0
8,18,2,1,28,50,0
17,18,13,3,27,36,0
26,7,26,11,28,72,1
8,26,27,8,19,35,1
1,19,19,22,13,63,0
10,2,18,17,8,14,0
5,23,12,22,15,45,1
15,26,23,8,29,78,1
15,21,18,13,24,72,0
6,6,6,24,25,65,0
17,2,19,12,25,17,1
7,16,23,12,14,12,1
24,20,20,5,8,11,0
8,18,26,8,3,49,0
13,12,16,29,15,48,0
2,23,10,20,26,46,1
27,10,21,16,6,35,0
28,18,7,17,7,30,0
26,12,2,21,2,36,0
27,19,16,16,2,40,0
8,21,17,20,21,21,1
24,6,17,27,21,38,1
21,12,28,24,20,72,1
25,17,4,5,15,31,0
4,25,7,18,1,34,0
22,20,13,14,14,62,0
3,5,28,25,1,51,0
5,6,2,27,23,61,1
17,21,15,21,20,45,0
10,3,17,13,17,26,1
27,28,28,12,23,5,0
6,23,14,24,2,11,0
7,23,4,1,5,26,0
1,24,29,16,13,13,1
1,24,24,13,29,7,0
2,16,18,7,13,33,1
29,28,13,21,19,33,0
12,2,17,10,19,22,1
2,28,13,27,8,37,1
9,14,6,2,13,16,1
12,23,28,3,26,55,0
11,10,4,15,19,3,0
16,14,7,16,28,11,0
3,3,28,4,10,45,1
22,29,1,4,27,11,0
20,29,29,29,18,88,0
9,7,25,4,16,21,0
19,14,26,12,16,60,0
29,13,23,14,7,77,0
17,8,6,13,15,33,0
9,9,18,26,2,31,0
8,14,12,9,8,51,1
8,4,25,20,24,66,0
18,20,11,28,26,2,0
12,26,23,19,20,50,0
21,7,18,11,15,17,0
18,17,15,9,29,33,1
9,3,29,24,10,56,1
9,27,8,20,18,59,0
4,27,10,17,14,27,1
17,8,2,14,4,9,0
15,20,6,20,16,45,0
30,25,6,3,21,14,0
12,4,23,15,17,42,1
17,17,23,20,18,18,1
11,24,1,29,3,66,0
3,9,1,9,21,3,1
8,1,17,5,16,2,0
11,10,20,23,24,20,1
16,24,9,2,12,40,1
21,10,13,5,17,12,0
24,12,10,7,17,58,1
6,9,16,18,25,26,0
6,21,13,17,15,42,1
20,5,15,22,18,28,0
25,23,25,5,26,92,0
26,14,23,29,29,56,0
27,29,10,28,12,45,0
19,8,19,16,22,22,1
2,13,29,27,6,77,1
12,4,23,18,26,47,0
24,24,4,2,24,45,0
19,10,23,19,23,56,1
2,1,18,4,14,30,0
29,18,13,14,26,84,0
3,4,27,3,17,51,1
